inventory_id,store_id,product_id,record_date,stock_qty,reorder_level,stock_status,supplier_lead_days
INV002403,STR027,PRD0027,2023-11-19,52,7,In Stock,10
INV002404,STR043,PRD0040,2023-08-25,0,47,Low Stock,23
INV002405,STR042,PRD0060,2023-06-25,114,39,In Stock,5
INV002406,STR004,PRD0019,2023-11-20,160,47,In Stock,28
INV002407,STR048,PRD0034,2023-03-19,15,9,In Stock,11
INV002408,STR037,PRD0038,2023-10-31,24,29,Low Stock,5
INV002409,STR039,PRD0023,2023-11-27,136,26,In Stock,18
INV002410,STR016,PRD0052,2023-02-18,113,11,In Stock,17
INV002411,STR039,PRD0017,2023-08-21,128,27,In Stock,18
INV002412,STR035,PRD0047,2023-02-06,7,47,Low Stock,22
INV002413,STR025,PRD0028,2023-01-20,105,27,In Stock,22
INV002414,STR048,PRD0034,2023-05-25,112,9,In Stock,17
INV002415,STR032,PRD0020,2023-03-29,83,40,In Stock,8
INV002416,STR026,PRD0005,2023-04-15,127,18,In Stock,7
INV002417,STR033,PRD0036,2023-07-31,165,16,In Stock,9
INV002418,STR032,PRD0035,2023-04-03,62,39,In Stock,30
INV002419,STR045,PRD0013,2023-01-06,185,50,In Stock,19
INV002420,STR005,PRD0009,2023-03-20,185,42,In Stock,14
INV002421,STR017,PRD0001,2023-07-11,69,17,In Stock,4
INV002422,STR044,PRD0036,2023-01-23,8,16,Low Stock,27
INV002423,STR023,PRD0035,2023-09-13,67,39,In Stock,16
INV002424,STR013,PRD0052,2023-03-30,67,11,In Stock,29
INV002425,STR011,PRD0042,2023-11-13,59,49,In Stock,20
INV002426,STR035,PRD0008,2023-11-14,184,8,In Stock,3
INV002427,STR030,PRD0007,2023-11-04,128,40,In Stock,17
INV002428,STR009,PRD0029,2023-07-12,25,20,In Stock,29
INV002429,STR003,PRD0027,2023-11-16,165,7,In Stock,21
INV002430,STR010,PRD0037,2023-01-31,161,27,In Stock,28
INV002431,STR014,PRD0059,2023-08-20,92,9,In Stock,19
INV002432,STR017,PRD0019,2023-02-08,171,47,In Stock,25
INV002433,STR028,PRD0055,2023-09-20,11,40,Low Stock,15
INV002434,STR002,PRD0055,2023-07-28,142,40,In Stock,19
INV002435,STR016,PRD0037,2023-07-27,62,27,In Stock,6
INV002436,STR010,PRD0038,2023-09-01,110,29,In Stock,22
INV002437,STR016,PRD0047,2023-10-11,39,47,Low Stock,25
INV002438,STR012,PRD0001,2023-01-20,140,17,In Stock,13
INV002439,STR020,PRD0044,2023-02-24,181,24,In Stock,12
INV002440,STR042,PRD0056,2023-03-30,81,44,In Stock,5
INV002441,STR024,PRD0045,2023-04-11,169,46,In Stock,7
INV002442,STR010,PRD0058,2023-03-08,140,45,In Stock,20
INV002443,STR007,PRD0009,2023-10-18,173,42,In Stock,10
INV002444,STR013,PRD0021,2023-11-17,115,26,In Stock,18
INV002445,STR026,PRD0014,2023-05-18,77,46,In Stock,13
INV002446,STR004,PRD0003,2023-12-29,199,40,In Stock,26
INV002447,STR014,PRD0053,2023-04-12,51,38,In Stock,10
INV002448,STR022,PRD0012,2023-08-04,113,10,In Stock,3
INV002449,STR002,PRD0013,2023-08-21,189,50,In Stock,16
INV002450,STR033,PRD0004,2023-02-11,173,5,In Stock,20
INV002451,STR012,PRD0009,2023-07-25,25,42,Low Stock,16
INV002452,STR020,PRD0021,2023-10-20,19,26,Low Stock,20
INV002453,STR013,PRD0029,2023-05-14,111,20,In Stock,27
INV002454,STR028,PRD0037,2023-10-15,114,27,In Stock,5
INV002455,STR009,PRD0012,2023-10-06,61,10,In Stock,12
INV002456,STR009,PRD0037,2023-06-19,200,27,In Stock,8
INV002457,STR028,PRD0044,2023-02-15,77,24,In Stock,17
INV002458,STR005,PRD0002,2023-10-17,139,34,In Stock,3
INV002459,STR004,PRD0033,2023-05-25,33,19,In Stock,26
INV002460,STR039,PRD0014,2023-04-08,162,46,In Stock,16
INV002461,STR016,PRD0026,2023-10-13,8,14,Low Stock,9
INV002462,STR005,PRD0004,2023-03-08,40,5,In Stock,8
INV002463,STR028,PRD0056,2023-05-30,30,44,Low Stock,21
INV002464,STR030,PRD0026,2023-07-12,68,14,In Stock,26
INV002465,STR034,PRD0044,2023-12-30,65,24,In Stock,22
INV002466,STR035,PRD0017,2023-03-06,200,27,In Stock,17
INV002467,STR030,PRD0010,2023-05-20,160,16,In Stock,28
INV002468,STR019,PRD0040,2023-10-10,189,47,In Stock,11
INV002469,STR050,PRD0053,2023-02-18,94,38,In Stock,26
INV002470,STR044,PRD0050,2023-06-24,66,34,In Stock,9
INV002471,STR020,PRD0013,2023-07-23,10,50,Low Stock,25
INV002472,STR038,PRD0039,2023-05-01,107,5,In Stock,30
INV002473,STR042,PRD0052,2023-01-28,81,11,In Stock,13
INV002474,STR013,PRD0058,2023-03-17,105,45,In Stock,5
INV002475,STR042,PRD0014,2023-11-25,173,46,In Stock,12
INV002476,STR009,PRD0022,2023-04-15,13,8,In Stock,30
INV002477,STR048,PRD0015,2023-09-04,90,9,In Stock,21
INV002478,STR026,PRD0043,2023-10-13,135,29,In Stock,9
INV002479,STR030,PRD0038,2023-02-10,113,29,In Stock,15
INV002480,STR023,PRD0056,2023-03-26,140,44,In Stock,11
INV002481,STR036,PRD0031,2023-08-14,172,11,In Stock,16
INV002482,STR008,PRD0058,2023-06-10,84,45,In Stock,18
INV002483,STR048,PRD0036,2023-06-17,44,16,In Stock,15
INV002484,STR035,PRD0036,2023-03-25,95,16,In Stock,5
INV002485,STR020,PRD0022,2023-01-03,72,8,In Stock,27
INV002486,STR049,PRD0029,2023-09-10,115,20,In Stock,16
INV002487,STR020,PRD0041,2023-10-23,81,24,In Stock,26
INV002488,STR013,PRD0050,2023-04-04,156,34,In Stock,24
INV002489,STR022,PRD0006,2023-10-14,141,29,In Stock,18
INV002490,STR030,PRD0021,2023-11-06,76,26,In Stock,11
INV002491,STR040,PRD0059,2023-11-02,22,9,In Stock,6
INV002492,STR016,PRD0019,2023-09-25,23,47,Low Stock,12
INV002493,STR017,PRD0053,2023-01-16,75,38,In Stock,5
INV002494,STR021,PRD0038,2023-10-24,56,29,In Stock,30
INV002495,STR035,PRD0051,2023-08-08,34,30,In Stock,7
INV002496,STR009,PRD0041,2023-04-13,75,24,In Stock,16
INV002497,STR008,PRD0020,2023-04-12,36,40,Low Stock,21
INV002498,STR012,PRD0032,2023-02-28,122,34,In Stock,15
INV002499,STR032,PRD0001,2023-07-02,31,17,In Stock,9
INV002500,STR008,PRD0046,2023-10-12,4,37,Low Stock,11
INV002501,STR013,PRD0030,2023-10-03,100,26,In Stock,18
INV002502,STR029,PRD0044,2023-10-19,193,24,In Stock,28
INV002503,STR004,PRD0047,2023-06-30,85,47,In Stock,29
INV002504,STR018,PRD0044,2023-11-09,47,24,In Stock,25
INV002505,STR046,PRD0039,2023-07-18,93,5,In Stock,30
INV002506,STR001,PRD0056,2023-10-11,111,44,In Stock,14
INV002507,STR021,PRD0045,2023-02-10,30,46,Low Stock,12
INV002508,STR039,PRD0059,2023-09-28,138,9,In Stock,12
INV002509,STR031,PRD0022,2023-09-04,101,8,In Stock,14
INV002510,STR048,PRD0047,2023-01-18,179,47,In Stock,26
INV002511,STR004,PRD0033,2023-03-30,166,19,In Stock,10
INV002512,STR001,PRD0025,2023-10-10,161,49,In Stock,6
INV002513,STR032,PRD0048,2023-12-14,0,20,Low Stock,3
INV002514,STR025,PRD0032,2023-06-14,6,34,Low Stock,30
INV002515,STR035,PRD0050,2023-01-09,24,34,Low Stock,9
INV002516,STR002,PRD0004,2023-10-05,63,5,In Stock,17
INV002517,STR020,PRD0032,2023-11-15,76,34,In Stock,21
INV002518,STR023,PRD0007,2023-10-07,10,40,Low Stock,20
INV002519,STR046,PRD0041,2023-11-22,125,24,In Stock,24
INV002520,STR019,PRD0023,2023-11-07,191,26,In Stock,23
INV002521,STR022,PRD0012,2023-08-22,82,10,In Stock,3
INV002522,STR043,PRD0060,2023-12-01,63,39,In Stock,27
INV002523,STR015,PRD0015,2023-02-18,167,9,In Stock,9
INV002524,STR048,PRD0023,2023-02-12,160,26,In Stock,28
INV002525,STR001,PRD0031,2023-08-19,1,11,Low Stock,10
INV002526,STR049,PRD0035,2023-04-26,112,39,In Stock,11
INV002527,STR045,PRD0008,2023-09-10,37,8,In Stock,8
INV002528,STR045,PRD0009,2023-07-31,100,42,In Stock,3
INV002529,STR037,PRD0036,2023-04-20,163,16,In Stock,6
INV002530,STR025,PRD0017,2023-12-15,193,27,In Stock,17
INV002531,STR050,PRD0002,2023-01-05,50,34,In Stock,16
INV002532,STR020,PRD0036,2023-06-22,8,16,Low Stock,16
INV002533,STR028,PRD0011,2023-10-30,199,12,In Stock,7
INV002534,STR047,PRD0030,2023-03-28,6,26,Low Stock,27
INV002535,STR043,PRD0042,2023-03-31,163,49,In Stock,21
INV002536,STR002,PRD0047,2023-02-14,48,47,In Stock,3
INV002537,STR002,PRD0060,2023-10-17,152,39,In Stock,3
INV002538,STR024,PRD0056,2023-12-23,129,44,In Stock,17
INV002539,STR045,PRD0004,2023-05-07,166,5,In Stock,22
INV002540,STR022,PRD0056,2023-03-07,22,44,Low Stock,30
INV002541,STR019,PRD0026,2023-04-03,38,14,In Stock,30
INV002542,STR015,PRD0001,2023-05-16,57,17,In Stock,18
INV002543,STR041,PRD0041,2023-04-05,29,24,In Stock,14
INV002544,STR011,PRD0012,2023-06-17,178,10,In Stock,26
INV002545,STR023,PRD0026,2023-06-02,153,14,In Stock,7
INV002546,STR048,PRD0029,2023-09-01,185,20,In Stock,20
INV002547,STR033,PRD0011,2023-02-19,158,12,In Stock,26
INV002548,STR041,PRD0026,2023-08-06,76,14,In Stock,8
INV002549,STR028,PRD0018,2023-09-30,142,39,In Stock,8
INV002550,STR045,PRD0040,2023-09-16,194,47,In Stock,16
INV002551,STR048,PRD0055,2023-08-13,99,40,In Stock,17
INV002552,STR026,PRD0006,2023-12-20,55,29,In Stock,18
INV002553,STR004,PRD0040,2023-03-16,0,47,Low Stock,20
INV002554,STR032,PRD0028,2023-06-11,173,27,In Stock,28
INV002555,STR005,PRD0030,2023-04-08,58,26,In Stock,6
INV002556,STR020,PRD0031,2023-01-25,14,11,In Stock,23
INV002557,STR004,PRD0035,2023-11-28,60,39,In Stock,25
INV002558,STR015,PRD0002,2023-07-14,93,34,In Stock,9
INV002559,STR032,PRD0040,2023-01-10,40,47,Low Stock,28
INV002560,STR044,PRD0016,2023-08-21,70,11,In Stock,5
INV002561,STR004,PRD0051,2023-09-07,151,30,In Stock,15
INV002562,STR017,PRD0012,2023-06-12,59,10,In Stock,8
INV002563,STR018,PRD0042,2023-06-02,132,49,In Stock,17
INV002564,STR028,PRD0028,2023-11-16,171,27,In Stock,11
INV002565,STR013,PRD0010,2023-05-09,91,16,In Stock,28
INV002566,STR026,PRD0049,2023-04-15,0,7,Low Stock,23
INV002567,STR029,PRD0021,2023-08-30,111,26,In Stock,6
INV002568,STR008,PRD0055,2023-09-10,74,40,In Stock,29
INV002569,STR012,PRD0028,2023-01-19,1,27,Low Stock,26
INV002570,STR045,PRD0038,2023-11-01,45,29,In Stock,7
INV002571,STR022,PRD0015,2023-06-08,182,9,In Stock,7
INV002572,STR028,PRD0020,2023-04-12,128,40,In Stock,29
INV002573,STR047,PRD0040,2023-04-19,186,47,In Stock,14
INV002574,STR027,PRD0028,2023-02-25,52,27,In Stock,25
INV002575,STR034,PRD0041,2023-03-31,176,24,In Stock,22
INV002576,STR020,PRD0004,2023-11-21,195,5,In Stock,28
INV002577,STR022,PRD0004,2023-12-15,122,5,In Stock,8
INV002578,STR044,PRD0006,2023-09-01,117,29,In Stock,3
INV002579,STR004,PRD0057,2023-11-11,49,15,In Stock,4
INV002580,STR015,PRD0017,2023-12-13,53,27,In Stock,15
INV002581,STR021,PRD0039,2023-01-29,184,5,In Stock,23
INV002582,STR016,PRD0031,2023-02-19,129,11,In Stock,9
INV002583,STR041,PRD0042,2023-05-11,33,49,Low Stock,3
INV002584,STR045,PRD0054,2023-04-19,18,12,In Stock,14
INV002585,STR004,PRD0006,2023-11-06,184,29,In Stock,29
INV002586,STR050,PRD0006,2023-08-16,159,29,In Stock,29
INV002587,STR013,PRD0001,2023-09-01,183,17,In Stock,18
INV002588,STR010,PRD0035,2023-08-29,88,39,In Stock,25
INV002589,STR007,PRD0044,2023-10-14,125,24,In Stock,13
INV002590,STR031,PRD0005,2023-03-05,38,18,In Stock,14
INV002591,STR006,PRD0051,2023-04-21,25,30,Low Stock,16
INV002592,STR017,PRD0014,2023-08-30,13,46,Low Stock,3
INV002593,STR023,PRD0002,2023-01-05,55,34,In Stock,8
INV002594,STR026,PRD0011,2023-11-08,59,12,In Stock,10
INV002595,STR001,PRD0031,2023-03-05,139,11,In Stock,8
INV002596,STR023,PRD0013,2023-03-30,123,50,In Stock,26
INV002597,STR033,PRD0054,2023-08-24,172,12,In Stock,17
INV002598,STR039,PRD0044,2023-06-11,106,24,In Stock,25
INV002599,STR029,PRD0043,2023-07-24,17,29,Low Stock,20
INV002600,STR013,PRD0030,2023-04-02,140,26,In Stock,29
INV002601,STR001,PRD0007,2023-07-24,1,40,Low Stock,10
INV002602,STR045,PRD0002,2023-11-25,118,34,In Stock,15
INV002603,STR001,PRD0051,2023-10-12,13,30,Low Stock,30
INV002604,STR043,PRD0009,2023-06-26,174,42,In Stock,22
INV002605,STR019,PRD0027,2023-05-30,153,7,In Stock,24
INV002606,STR009,PRD0046,2023-05-06,129,37,In Stock,6
INV002607,STR017,PRD0057,2023-06-21,198,15,In Stock,4
INV002608,STR034,PRD0027,2023-10-24,63,7,In Stock,7
INV002609,STR027,PRD0045,2023-06-08,78,46,In Stock,13
INV002610,STR035,PRD0004,2023-05-19,49,5,In Stock,28
INV002611,STR014,PRD0030,2023-02-02,55,26,In Stock,8
INV002612,STR019,PRD0025,2023-02-11,14,49,Low Stock,23
INV002613,STR031,PRD0010,2023-01-14,94,16,In Stock,20
INV002614,STR028,PRD0052,2023-12-18,141,11,In Stock,6
INV002615,STR027,PRD0047,2023-05-10,97,47,In Stock,14
INV002616,STR025,PRD0004,2023-10-15,44,5,In Stock,21
INV002617,STR003,PRD0046,2023-12-17,192,37,In Stock,3
INV002618,STR020,PRD0003,2023-02-03,77,40,In Stock,28
INV002619,STR004,PRD0037,2023-09-18,50,27,In Stock,17
INV002620,STR001,PRD0005,2023-08-23,153,18,In Stock,12
INV002621,STR010,PRD0029,2023-01-06,147,20,In Stock,10
INV002622,STR012,PRD0058,2023-01-30,180,45,In Stock,21
INV002623,STR027,PRD0016,2023-05-27,31,11,In Stock,30
INV002624,STR035,PRD0052,2023-02-28,121,11,In Stock,24
INV002625,STR015,PRD0020,2023-10-04,133,40,In Stock,20
INV002626,STR017,PRD0047,2023-11-10,154,47,In Stock,20
INV002627,STR007,PRD0013,2023-12-05,159,50,In Stock,21
INV002628,STR001,PRD0047,2023-03-28,41,47,Low Stock,3
INV002629,STR038,PRD0025,2023-02-22,181,49,In Stock,14
INV002630,STR025,PRD0042,2023-09-07,1,49,Low Stock,7
INV002631,STR045,PRD0049,2023-01-26,43,7,In Stock,17
INV002632,STR046,PRD0049,2023-01-21,64,7,In Stock,9
INV002633,STR018,PRD0002,2023-11-01,88,34,In Stock,29
INV002634,STR045,PRD0012,2023-09-04,82,10,In Stock,19
INV002635,STR008,PRD0022,2023-02-22,80,8,In Stock,16
INV002636,STR028,PRD0053,2023-12-19,97,38,In Stock,29
INV002637,STR005,PRD0056,2023-09-13,29,44,Low Stock,27
INV002638,STR005,PRD0046,2023-02-12,188,37,In Stock,15
INV002639,STR025,PRD0028,2023-11-01,59,27,In Stock,12
INV002640,STR024,PRD0035,2023-05-03,67,39,In Stock,26
INV002641,STR039,PRD0001,2023-08-01,177,17,In Stock,20
INV002642,STR017,PRD0007,2023-11-22,102,40,In Stock,11
INV002643,STR003,PRD0053,2023-03-15,95,38,In Stock,8
INV002644,STR047,PRD0022,2023-10-25,199,8,In Stock,7
INV002645,STR007,PRD0020,2023-04-19,112,40,In Stock,9
INV002646,STR012,PRD0020,2023-03-03,31,40,Low Stock,6
INV002647,STR035,PRD0033,2023-05-17,86,19,In Stock,26
INV002648,STR007,PRD0011,2023-05-25,117,12,In Stock,15
INV002649,STR016,PRD0010,2023-04-05,49,16,In Stock,30
INV002650,STR048,PRD0040,2023-09-20,106,47,In Stock,13
INV002651,STR050,PRD0024,2023-08-05,103,50,In Stock,7
INV002652,STR017,PRD0047,2023-10-05,135,47,In Stock,21
INV002653,STR013,PRD0018,2023-12-17,96,39,In Stock,4
INV002654,STR009,PRD0023,2023-02-13,130,26,In Stock,3
INV002655,STR042,PRD0007,2023-03-19,133,40,In Stock,20
INV002656,STR017,PRD0037,2023-01-10,17,27,Low Stock,10
INV002657,STR002,PRD0011,2023-11-27,40,12,In Stock,18
INV002658,STR027,PRD0025,2023-01-08,165,49,In Stock,8
INV002659,STR039,PRD0047,2023-10-02,52,47,In Stock,8
INV002660,STR013,PRD0041,2023-10-14,65,24,In Stock,5
INV002661,STR015,PRD0013,2023-04-21,52,50,In Stock,6
INV002662,STR048,PRD0017,2023-07-23,38,27,In Stock,25
INV002663,STR049,PRD0020,2023-12-15,177,40,In Stock,17
INV002664,STR017,PRD0045,2023-11-23,90,46,In Stock,14
INV002665,STR031,PRD0059,2023-05-26,178,9,In Stock,8
INV002666,STR002,PRD0017,2023-11-14,134,27,In Stock,24
INV002667,STR041,PRD0035,2023-02-15,177,39,In Stock,7
INV002668,STR020,PRD0011,2023-11-29,189,12,In Stock,4
INV002669,STR028,PRD0051,2023-05-30,133,30,In Stock,9
INV002670,STR036,PRD0022,2023-05-02,152,8,In Stock,17
INV002671,STR010,PRD0044,2023-01-03,170,24,In Stock,11
INV002672,STR033,PRD0009,2023-11-30,77,42,In Stock,12
INV002673,STR025,PRD0059,2023-05-27,153,9,In Stock,19
INV002674,STR036,PRD0025,2023-04-03,98,49,In Stock,28
INV002675,STR017,PRD0053,2023-08-22,144,38,In Stock,17
INV002676,STR037,PRD0018,2023-12-29,129,39,In Stock,22
INV002677,STR041,PRD0041,2023-01-21,157,24,In Stock,8
INV002678,STR040,PRD0051,2023-09-29,183,30,In Stock,27
INV002679,STR035,PRD0056,2023-05-03,98,44,In Stock,23
INV002680,STR026,PRD0021,2023-05-30,172,26,In Stock,29
INV002681,STR047,PRD0048,2023-08-26,122,20,In Stock,30
INV002682,STR040,PRD0010,2023-02-22,89,16,In Stock,24
INV002683,STR036,PRD0057,2023-10-20,162,15,In Stock,17
INV002684,STR043,PRD0010,2023-12-14,169,16,In Stock,10
INV002685,STR031,PRD0034,2023-10-13,132,9,In Stock,27
INV002686,STR012,PRD0001,2023-04-07,96,17,In Stock,22
INV002687,STR001,PRD0046,2023-10-12,124,37,In Stock,3
INV002688,STR032,PRD0018,2023-12-02,97,39,In Stock,27
INV002689,STR003,PRD0036,2023-01-01,162,16,In Stock,24
INV002690,STR001,PRD0042,2023-01-24,196,49,In Stock,23
INV002691,STR019,PRD0021,2023-01-08,63,26,In Stock,6
INV002692,STR001,PRD0023,2023-01-11,93,26,In Stock,16
INV002693,STR029,PRD0002,2023-10-20,160,34,In Stock,9
INV002694,STR036,PRD0001,2023-06-16,155,17,In Stock,5
INV002695,STR047,PRD0048,2023-01-12,140,20,In Stock,14
INV002696,STR014,PRD0056,2023-09-01,103,44,In Stock,13
INV002697,STR037,PRD0024,2023-03-24,88,50,In Stock,10
INV002698,STR048,PRD0034,2023-03-27,110,9,In Stock,10
INV002699,STR036,PRD0019,2023-07-29,105,47,In Stock,15
INV002700,STR048,PRD0014,2023-03-01,61,46,In Stock,27
INV002701,STR017,PRD0053,2023-12-09,108,38,In Stock,12
INV002702,STR008,PRD0005,2023-09-19,34,18,In Stock,23
INV002703,STR012,PRD0021,2023-10-23,71,26,In Stock,6
INV002704,STR041,PRD0026,2023-07-22,168,14,In Stock,13
INV002705,STR004,PRD0020,2023-06-04,96,40,In Stock,25
INV002706,STR011,PRD0017,2023-04-09,97,27,In Stock,8
INV002707,STR033,PRD0050,2023-12-22,182,34,In Stock,26
INV002708,STR001,PRD0037,2023-05-29,167,27,In Stock,30
INV002709,STR007,PRD0038,2023-07-04,161,29,In Stock,3
INV002710,STR038,PRD0036,2023-07-30,61,16,In Stock,12
INV002711,STR038,PRD0060,2023-04-19,199,39,In Stock,17
INV002712,STR028,PRD0026,2023-04-21,187,14,In Stock,16
INV002713,STR048,PRD0033,2023-04-13,14,19,Low Stock,24
INV002714,STR035,PRD0047,2023-04-03,191,47,In Stock,18
INV002715,STR018,PRD0032,2023-01-14,75,34,In Stock,17
INV002716,STR027,PRD0024,2023-08-30,117,50,In Stock,24
INV002717,STR016,PRD0048,2023-10-07,42,20,In Stock,23
INV002718,STR023,PRD0020,2023-03-14,117,40,In Stock,19
INV002719,STR005,PRD0046,2023-04-07,102,37,In Stock,22
INV002720,STR013,PRD0028,2023-10-05,11,27,Low Stock,24
INV002721,STR044,PRD0004,2023-05-08,63,5,In Stock,3
INV002722,STR013,PRD0032,2023-12-23,183,34,In Stock,25
INV002723,STR025,PRD0034,2023-05-11,103,9,In Stock,15
INV002724,STR008,PRD0037,2023-11-09,103,27,In Stock,17
INV002725,STR003,PRD0030,2023-10-15,173,26,In Stock,29
INV002726,STR024,PRD0035,2023-07-29,182,39,In Stock,25
INV002727,STR010,PRD0045,2023-12-18,135,46,In Stock,22
INV002728,STR015,PRD0012,2023-02-16,29,10,In Stock,25
INV002729,STR026,PRD0015,2023-08-01,88,9,In Stock,26
INV002730,STR025,PRD0014,2023-09-27,0,46,Low Stock,7
INV002731,STR032,PRD0014,2023-11-23,80,46,In Stock,29
INV002732,STR045,PRD0011,2023-11-27,151,12,In Stock,13
INV002733,STR016,PRD0029,2023-04-14,85,20,In Stock,17
INV002734,STR048,PRD0016,2023-12-13,1,11,Low Stock,11
INV002735,STR046,PRD0027,2023-02-02,128,7,In Stock,17
INV002736,STR005,PRD0056,2023-10-16,79,44,In Stock,3
INV002737,STR049,PRD0049,2023-03-03,149,7,In Stock,24
INV002738,STR007,PRD0016,2023-06-04,8,11,Low Stock,6
INV002739,STR044,PRD0018,2023-05-20,93,39,In Stock,16
INV002740,STR045,PRD0021,2023-06-09,20,26,Low Stock,4
INV002741,STR039,PRD0010,2023-04-22,21,16,In Stock,30
INV002742,STR037,PRD0018,2023-06-23,84,39,In Stock,26
INV002743,STR020,PRD0003,2023-02-26,183,40,In Stock,22
INV002744,STR021,PRD0033,2023-02-16,50,19,In Stock,25
INV002745,STR028,PRD0018,2023-06-09,24,39,Low Stock,5
INV002746,STR048,PRD0009,2023-06-03,107,42,In Stock,25
INV002747,STR040,PRD0035,2023-07-26,76,39,In Stock,17
INV002748,STR009,PRD0024,2023-04-30,4,50,Low Stock,20
INV002749,STR027,PRD0055,2023-09-25,97,40,In Stock,18
INV002750,STR034,PRD0016,2023-11-24,20,11,In Stock,22
INV002751,STR047,PRD0023,2023-01-26,108,26,In Stock,28
INV002752,STR016,PRD0037,2023-08-12,37,27,In Stock,21
INV002753,STR012,PRD0055,2023-08-07,99,40,In Stock,5
INV002754,STR030,PRD0009,2023-10-28,86,42,In Stock,5
INV002755,STR014,PRD0028,2023-05-09,198,27,In Stock,16
INV002756,STR032,PRD0017,2023-01-31,74,27,In Stock,11
INV002757,STR010,PRD0051,2023-04-20,162,30,In Stock,18
INV002758,STR035,PRD0055,2023-01-30,62,40,In Stock,22
INV002759,STR010,PRD0005,2023-11-05,70,18,In Stock,24
INV002760,STR017,PRD0004,2023-09-13,21,5,In Stock,18
INV002761,STR037,PRD0046,2023-08-08,189,37,In Stock,23
INV002762,STR032,PRD0029,2023-12-18,93,20,In Stock,4
INV002763,STR010,PRD0037,2023-05-01,146,27,In Stock,22
INV002764,STR044,PRD0039,2023-08-10,154,5,In Stock,9
INV002765,STR040,PRD0026,2023-08-04,121,14,In Stock,30
INV002766,STR046,PRD0029,2023-01-31,9,20,Low Stock,21
INV002767,STR018,PRD0052,2023-05-29,20,11,In Stock,25
INV002768,STR001,PRD0054,2023-06-16,100,12,In Stock,23
INV002769,STR033,PRD0023,2023-08-19,187,26,In Stock,5
INV002770,STR043,PRD0029,2023-02-12,128,20,In Stock,20
INV002771,STR030,PRD0007,2023-08-14,106,40,In Stock,5
INV002772,STR012,PRD0022,2023-09-19,35,8,In Stock,23
INV002773,STR034,PRD0042,2023-07-22,194,49,In Stock,12
INV002774,STR045,PRD0051,2023-04-24,119,30,In Stock,21
INV002775,STR031,PRD0030,2023-08-15,125,26,In Stock,19
INV002776,STR034,PRD0014,2023-06-15,101,46,In Stock,23
INV002777,STR012,PRD0045,2023-12-07,73,46,In Stock,8
INV002778,STR047,PRD0021,2023-05-14,91,26,In Stock,22
INV002779,STR006,PRD0036,2023-07-27,131,16,In Stock,9
INV002780,STR050,PRD0042,2023-08-05,107,49,In Stock,29
INV002781,STR036,PRD0034,2023-09-19,20,9,In Stock,11
INV002782,STR006,PRD0027,2023-05-05,73,7,In Stock,9
INV002783,STR046,PRD0037,2023-06-29,161,27,In Stock,23
INV002784,STR013,PRD0002,2023-05-24,117,34,In Stock,8
INV002785,STR039,PRD0002,2023-12-20,179,34,In Stock,22
INV002786,STR025,PRD0025,2023-11-10,136,49,In Stock,16
INV002787,STR026,PRD0030,2023-10-14,18,26,Low Stock,16
INV002788,STR018,PRD0033,2023-05-26,162,19,In Stock,7
INV002789,STR041,PRD0043,2023-03-21,133,29,In Stock,5
INV002790,STR027,PRD0054,2023-11-20,158,12,In Stock,30
INV002791,STR016,PRD0027,2023-04-03,31,7,In Stock,17
INV002792,STR038,PRD0040,2023-04-06,25,47,Low Stock,16
INV002793,STR014,PRD0058,2023-09-15,117,45,In Stock,17
INV002794,STR014,PRD0002,2023-12-17,91,34,In Stock,28
INV002795,STR050,PRD0007,2023-02-16,156,40,In Stock,24
INV002796,STR049,PRD0046,2023-02-13,122,37,In Stock,8
INV002797,STR026,PRD0005,2023-05-25,189,18,In Stock,11
INV002798,STR027,PRD0037,2023-03-18,69,27,In Stock,6
INV002799,STR011,PRD0008,2023-09-23,128,8,In Stock,15
INV002800,STR030,PRD0051,2023-01-24,186,30,In Stock,22
INV002801,STR034,PRD0048,2023-08-08,184,20,In Stock,14
INV002802,STR018,PRD0015,2023-07-14,49,9,In Stock,18
INV002803,STR044,PRD0041,2023-04-09,38,24,In Stock,4
INV002804,STR040,PRD0008,2023-03-31,88,8,In Stock,17
INV002805,STR007,PRD0027,2023-05-08,167,7,In Stock,22
INV002806,STR024,PRD0021,2023-02-07,131,26,In Stock,7
INV002807,STR025,PRD0029,2023-07-20,174,20,In Stock,13
INV002808,STR021,PRD0029,2023-01-18,129,20,In Stock,25
INV002809,STR021,PRD0026,2023-02-19,83,14,In Stock,11
INV002810,STR028,PRD0033,2023-02-24,68,19,In Stock,28
INV002811,STR025,PRD0040,2023-05-26,49,47,In Stock,13
INV002812,STR035,PRD0039,2023-12-09,146,5,In Stock,3
INV002813,STR020,PRD0025,2023-10-16,34,49,Low Stock,21
INV002814,STR032,PRD0005,2023-06-06,141,18,In Stock,26
INV002815,STR028,PRD0002,2023-03-09,109,34,In Stock,25
INV002816,STR007,PRD0050,2023-07-04,110,34,In Stock,9
INV002817,STR033,PRD0043,2023-10-20,102,29,In Stock,6
INV002818,STR038,PRD0026,2023-05-07,196,14,In Stock,25
INV002819,STR009,PRD0043,2023-10-03,82,29,In Stock,19
INV002820,STR002,PRD0013,2023-03-16,40,50,Low Stock,13
INV002821,STR024,PRD0024,2023-08-18,44,50,Low Stock,10
INV002822,STR019,PRD0045,2023-05-09,111,46,In Stock,10
INV002823,STR005,PRD0045,2023-09-12,94,46,In Stock,30
