return_id,order_id,return_date,reason,status,refund_amount,resolution_type
RET00683,ORD002568,2022-08-22,Changed mind,Pending,4790.25,Exchange
RET00684,ORD018104,2023-03-19,Size not fitting,Rejected,819.05,Store Credit
RET00685,ORD049735,2022-06-11,Damaged packaging,Rejected,7040.26,Refund
RET00686,ORD036161,2022-11-06,Defective product,Approved,83278.8,Refund
RET00687,ORD019217,2022-09-28,Changed mind,Approved,5733.51,Exchange
RET00688,ORD023613,2022-09-20,Changed mind,Pending,10800.11,Store Credit
RET00689,ORD017866,2023-01-20,Changed mind,Approved,5195.82,Refund
RET00690,ORD030176,2022-10-20,Late delivery,Approved,82826.21,Exchange
RET00691,ORD017227,2023-08-15,Changed mind,Rejected,4084.58,Refund
RET00692,ORD030680,2023-02-03,Damaged packaging,Approved,34132.03,Exchange
RET00693,ORD010719,2022-12-02,Size not fitting,Approved,120561.13,Exchange
RET00694,ORD006637,2022-12-13,Size not fitting,Pending,9997.75,Refund
RET00695,ORD011682,2022-10-27,Late delivery,Approved,4216.94,Refund
RET00696,ORD018054,2022-12-13,Damaged packaging,Approved,23771.53,Store Credit
RET00697,ORD001456,2023-04-04,Better price elsewhere,Pending,3239.58,Exchange
RET00698,ORD041207,2022-12-25,Wrong item delivered,Approved,805.93,Refund
RET00699,ORD044223,2022-08-31,Late delivery,Rejected,545.18,Store Credit
RET00700,ORD016006,2023-09-09,Late delivery,Approved,11106.78,Store Credit
RET00701,ORD005415,2022-11-24,Better price elsewhere,Approved,2199.29,Refund
RET00702,ORD016270,2023-05-17,Wrong item delivered,Pending,7854.88,Store Credit
RET00703,ORD039810,2022-07-11,Wrong item delivered,Approved,195.66,Refund
RET00704,ORD029302,2023-12-26,Late delivery,Approved,658.02,Store Credit
RET00705,ORD009363,2023-06-12,Wrong item delivered,Rejected,6545.48,Store Credit
RET00706,ORD029801,2022-03-23,Changed mind,Pending,8860.14,Exchange
RET00707,ORD006897,2023-07-16,Size not fitting,Pending,2071.73,Refund
RET00708,ORD029095,2023-02-07,Size not fitting,Pending,88710.27,Exchange
RET00709,ORD024096,2022-05-05,Better price elsewhere,Rejected,6796.65,Exchange
RET00710,ORD017718,2022-05-19,Defective product,Approved,5305.45,Refund
RET00711,ORD045536,2023-05-12,Defective product,Pending,1578.24,Refund
RET00712,ORD032939,2023-08-03,Changed mind,Rejected,26312.11,Exchange
RET00713,ORD018046,2023-02-12,Size not fitting,Approved,2351.84,Exchange
RET00714,ORD024174,2023-04-15,Defective product,Pending,19635.9,Store Credit
RET00715,ORD046448,2022-05-04,Better price elsewhere,Approved,15293.36,Refund
RET00716,ORD004888,2023-08-06,Defective product,Rejected,14248.39,Exchange
RET00717,ORD021898,2023-02-05,Size not fitting,Approved,24306.69,Refund
RET00718,ORD044408,2023-12-25,Damaged packaging,Approved,14923.17,Exchange
RET00719,ORD021774,2023-09-05,Late delivery,Rejected,19282.23,Store Credit
RET00720,ORD045085,2023-10-28,Better price elsewhere,Pending,93618.43,Exchange
RET00721,ORD023465,2022-06-07,Changed mind,Approved,9820.64,Exchange
RET00722,ORD037613,2023-06-08,Changed mind,Rejected,6613.86,Exchange
RET00723,ORD003319,2023-04-25,Better price elsewhere,Approved,12682.92,Exchange
RET00724,ORD033151,2023-07-03,Damaged packaging,Rejected,24498.08,Refund
RET00725,ORD020492,2023-01-10,Size not fitting,Approved,101451.72,Exchange
RET00726,ORD016971,2022-05-11,Changed mind,Rejected,147820.74,Store Credit
RET00727,ORD028967,2023-10-21,Wrong item delivered,Approved,15023.25,Refund
RET00728,ORD026117,2023-01-22,Damaged packaging,Pending,140795.81,Store Credit
RET00729,ORD028830,2022-01-31,Damaged packaging,Approved,3528.61,Refund
RET00730,ORD019617,2023-03-25,Late delivery,Pending,3608.96,Store Credit
RET00731,ORD031150,2022-10-26,Wrong item delivered,Approved,10102.62,Refund
RET00732,ORD019733,2023-03-29,Wrong item delivered,Pending,24697.71,Refund
RET00733,ORD011895,2023-03-03,Better price elsewhere,Approved,87411.79,Store Credit
RET00734,ORD016379,2023-11-04,Late delivery,Approved,17387.18,Exchange
RET00735,ORD038933,2022-01-29,Size not fitting,Approved,7489.49,Exchange
RET00736,ORD036898,2023-09-25,Size not fitting,Approved,3246.39,Exchange
RET00737,ORD027210,2023-10-18,Better price elsewhere,Pending,1901.83,Refund
RET00738,ORD021250,2022-11-21,Damaged packaging,Rejected,3654.91,Store Credit
RET00739,ORD047606,2023-06-29,Better price elsewhere,Approved,1522.61,Refund
RET00740,ORD004787,2023-07-02,Defective product,Approved,979.12,Store Credit
RET00741,ORD043124,2022-04-04,Defective product,Approved,4479.64,Exchange
RET00742,ORD026841,2022-10-27,Size not fitting,Pending,11997.77,Exchange
RET00743,ORD028916,2022-05-28,Defective product,Rejected,13961.24,Refund
RET00744,ORD001108,2022-02-02,Late delivery,Pending,105356.66,Exchange
RET00745,ORD038727,2023-08-13,Size not fitting,Approved,10697.17,Store Credit
RET00746,ORD016579,2022-05-02,Defective product,Approved,1002.74,Exchange
RET00747,ORD000890,2023-11-13,Late delivery,Rejected,13085.49,Exchange
RET00748,ORD007941,2023-06-25,Damaged packaging,Approved,29309.04,Refund
RET00749,ORD014588,2023-08-17,Better price elsewhere,Pending,168036.33,Refund
RET00750,ORD026502,2022-12-25,Defective product,Approved,3484.34,Refund
RET00751,ORD020900,2022-10-03,Better price elsewhere,Rejected,6263.41,Refund
RET00752,ORD019977,2022-11-04,Changed mind,Pending,79048.33,Refund
RET00753,ORD028531,2023-07-27,Defective product,Approved,6134.34,Store Credit
RET00754,ORD049640,2023-12-12,Better price elsewhere,Approved,63147.66,Refund
RET00755,ORD010972,2022-04-24,Late delivery,Pending,6301.92,Exchange
RET00756,ORD007032,2022-07-09,Better price elsewhere,Approved,22913.43,Refund
RET00757,ORD008994,2023-09-13,Wrong item delivered,Rejected,11917.69,Refund
RET00758,ORD004911,2023-11-25,Damaged packaging,Pending,4201.66,Exchange
RET00759,ORD004482,2023-12-14,Late delivery,Approved,10670.81,Exchange
RET00760,ORD029043,2023-09-14,Changed mind,Pending,15974.83,Exchange
RET00761,ORD017889,2022-11-04,Defective product,Approved,2359.12,Store Credit
RET00762,ORD045082,2023-03-02,Late delivery,Approved,4363.31,Refund
RET00763,ORD014831,2022-12-15,Better price elsewhere,Pending,66887.63,Store Credit
RET00764,ORD027606,2023-12-11,Changed mind,Approved,24121.4,Exchange
RET00765,ORD034461,2022-03-02,Late delivery,Approved,5754.25,Refund
RET00766,ORD005028,2022-12-24,Better price elsewhere,Pending,53263.0,Store Credit
RET00767,ORD027719,2022-10-21,Damaged packaging,Pending,15026.06,Refund
RET00768,ORD008418,2023-11-02,Size not fitting,Approved,27840.33,Exchange
RET00769,ORD002070,2022-06-21,Damaged packaging,Pending,224.85,Exchange
RET00770,ORD006728,2023-08-20,Changed mind,Approved,842.92,Exchange
RET00771,ORD010656,2023-08-27,Damaged packaging,Approved,4979.99,Refund
RET00772,ORD038471,2022-09-14,Changed mind,Approved,6021.46,Store Credit
RET00773,ORD021084,2023-09-09,Changed mind,Pending,10002.77,Exchange
RET00774,ORD012037,2023-01-11,Better price elsewhere,Approved,15954.42,Exchange
RET00775,ORD032885,2022-10-02,Changed mind,Pending,9006.96,Store Credit
RET00776,ORD000318,2022-03-12,Late delivery,Pending,12556.48,Exchange
RET00777,ORD010281,2023-05-05,Late delivery,Approved,36473.24,Store Credit
RET00778,ORD014709,2022-08-18,Damaged packaging,Rejected,159.34,Refund
RET00779,ORD043238,2022-08-31,Late delivery,Rejected,6032.18,Exchange
RET00780,ORD003750,2022-11-03,Better price elsewhere,Approved,13160.5,Exchange
RET00781,ORD003146,2022-03-13,Better price elsewhere,Rejected,7026.01,Store Credit
RET00782,ORD043468,2023-01-23,Size not fitting,Approved,260.55,Exchange
RET00783,ORD035587,2022-07-22,Changed mind,Pending,3464.24,Refund
RET00784,ORD032566,2023-06-15,Changed mind,Rejected,6298.0,Store Credit
RET00785,ORD017539,2023-04-10,Changed mind,Pending,1461.39,Refund
RET00786,ORD039883,2022-05-31,Better price elsewhere,Rejected,7257.2,Refund
RET00787,ORD029154,2023-09-04,Size not fitting,Rejected,2159.41,Refund
RET00788,ORD028667,2023-04-09,Late delivery,Approved,11859.31,Refund
RET00789,ORD032825,2023-09-23,Size not fitting,Rejected,7363.3,Exchange
RET00790,ORD049275,2022-01-29,Better price elsewhere,Approved,4853.49,Store Credit
RET00791,ORD042388,2023-01-03,Defective product,Approved,25760.95,Exchange
RET00792,ORD046647,2023-05-20,Wrong item delivered,Approved,6267.98,Refund
RET00793,ORD035476,2023-09-10,Size not fitting,Rejected,19891.54,Refund
RET00794,ORD014444,2023-11-08,Wrong item delivered,Approved,5993.58,Exchange
RET00795,ORD012824,2023-04-06,Size not fitting,Rejected,1019.8,Refund
RET00796,ORD049067,2023-06-04,Damaged packaging,Pending,36352.32,Store Credit
RET00797,ORD004056,2024-01-05,Size not fitting,Pending,102562.5,Refund
RET00798,ORD036211,2022-06-25,Better price elsewhere,Rejected,12290.96,Exchange
RET00799,ORD006154,2022-02-04,Wrong item delivered,Approved,7503.97,Store Credit
RET00800,ORD039586,2024-01-15,Wrong item delivered,Pending,6883.76,Store Credit
RET00801,ORD042525,2023-10-18,Changed mind,Rejected,26766.82,Store Credit
RET00802,ORD004893,2022-11-16,Wrong item delivered,Approved,12000.98,Exchange
RET00803,ORD029408,2022-10-06,Wrong item delivered,Rejected,48963.5,Store Credit
RET00804,ORD043614,2023-11-13,Changed mind,Approved,16891.68,Store Credit
RET00805,ORD020959,2022-03-27,Changed mind,Pending,16094.46,Store Credit
RET00806,ORD031900,2023-06-11,Defective product,Approved,121179.38,Store Credit
RET00807,ORD021312,2022-06-02,Wrong item delivered,Rejected,4914.72,Exchange
RET00808,ORD037582,2023-11-18,Changed mind,Rejected,7809.73,Refund
RET00809,ORD006338,2022-07-28,Wrong item delivered,Approved,9793.61,Store Credit
RET00810,ORD038367,2023-01-24,Defective product,Pending,38914.85,Exchange
RET00811,ORD024566,2022-03-25,Late delivery,Approved,3679.3,Store Credit
RET00812,ORD013269,2023-04-21,Changed mind,Rejected,25603.42,Store Credit
RET00813,ORD019678,2023-05-18,Size not fitting,Pending,58925.93,Store Credit
RET00814,ORD041018,2023-03-26,Defective product,Approved,2206.63,Exchange
RET00815,ORD010491,2023-09-10,Size not fitting,Approved,192189.1,Store Credit
RET00816,ORD016609,2022-08-11,Size not fitting,Rejected,7523.79,Exchange
RET00817,ORD012523,2023-04-14,Defective product,Approved,34154.04,Store Credit
RET00818,ORD010358,2022-06-30,Damaged packaging,Rejected,50873.94,Store Credit
RET00819,ORD020435,2022-04-23,Better price elsewhere,Approved,21983.82,Store Credit
RET00820,ORD043041,2023-12-07,Changed mind,Approved,2015.31,Store Credit
RET00821,ORD044366,2023-08-17,Late delivery,Approved,106957.04,Store Credit
RET00822,ORD005026,2023-02-27,Wrong item delivered,Approved,5107.63,Exchange
RET00823,ORD010515,2024-01-08,Size not fitting,Approved,15679.16,Store Credit
RET00824,ORD044519,2022-02-11,Changed mind,Pending,38037.42,Exchange
RET00825,ORD044543,2022-12-09,Defective product,Approved,43391.03,Store Credit
RET00826,ORD005452,2023-01-08,Size not fitting,Approved,20129.83,Refund
RET00827,ORD034273,2022-08-08,Defective product,Pending,1663.92,Exchange
RET00828,ORD010481,2022-03-25,Changed mind,Approved,6437.71,Exchange
RET00829,ORD006285,2023-12-13,Defective product,Approved,9091.49,Refund
RET00830,ORD018864,2023-11-18,Wrong item delivered,Rejected,334.08,Refund
RET00831,ORD008289,2022-06-18,Size not fitting,Rejected,5235.27,Refund
RET00832,ORD003942,2022-05-23,Better price elsewhere,Approved,13552.91,Exchange
RET00833,ORD021841,2023-10-22,Better price elsewhere,Approved,15022.63,Refund
RET00834,ORD011795,2022-11-19,Defective product,Approved,8189.02,Refund
RET00835,ORD039327,2023-10-02,Late delivery,Approved,13536.07,Store Credit
RET00836,ORD021549,2022-09-16,Changed mind,Approved,361.65,Exchange
RET00837,ORD017140,2022-08-20,Changed mind,Pending,23393.27,Refund
RET00838,ORD020588,2022-03-14,Damaged packaging,Rejected,3176.33,Exchange
RET00839,ORD013475,2022-06-01,Size not fitting,Approved,23314.74,Refund
RET00840,ORD019445,2022-12-19,Better price elsewhere,Rejected,411.76,Refund
RET00841,ORD037441,2023-08-05,Changed mind,Pending,6719.9,Refund
RET00842,ORD001242,2022-12-05,Better price elsewhere,Approved,13482.82,Store Credit
RET00843,ORD034487,2023-05-14,Changed mind,Approved,7137.41,Refund
RET00844,ORD038841,2023-11-14,Defective product,Pending,44079.8,Exchange
RET00845,ORD027972,2024-01-01,Wrong item delivered,Pending,51208.06,Store Credit
RET00846,ORD000567,2024-01-14,Changed mind,Rejected,18373.15,Exchange
RET00847,ORD016042,2022-01-31,Size not fitting,Pending,9585.41,Refund
RET00848,ORD047634,2023-07-27,Wrong item delivered,Approved,18823.65,Store Credit
RET00849,ORD048768,2022-10-15,Changed mind,Approved,5826.86,Refund
RET00850,ORD038632,2023-10-19,Changed mind,Pending,21839.42,Store Credit
RET00851,ORD032990,2022-02-19,Size not fitting,Approved,6899.19,Exchange
RET00852,ORD034023,2022-02-09,Damaged packaging,Pending,10471.07,Refund
RET00853,ORD042469,2022-10-04,Late delivery,Pending,9623.69,Store Credit
RET00854,ORD034553,2022-03-26,Wrong item delivered,Pending,1158.8,Exchange
RET00855,ORD007117,2023-06-23,Changed mind,Approved,73043.91,Store Credit
RET00856,ORD020755,2022-10-04,Size not fitting,Approved,10193.85,Exchange
RET00857,ORD032581,2023-09-29,Defective product,Rejected,32630.13,Refund
RET00858,ORD029259,2023-02-16,Late delivery,Approved,355.35,Refund
RET00859,ORD046685,2023-07-13,Changed mind,Approved,14601.79,Store Credit
RET00860,ORD020576,2022-02-04,Wrong item delivered,Pending,4318.85,Exchange
RET00861,ORD020723,2022-08-25,Late delivery,Pending,5121.04,Refund
RET00862,ORD023314,2022-12-23,Wrong item delivered,Approved,773.86,Exchange
RET00863,ORD019220,2022-10-19,Late delivery,Pending,417.54,Store Credit
RET00864,ORD036452,2022-06-10,Better price elsewhere,Approved,6775.14,Exchange
RET00865,ORD045444,2023-04-13,Size not fitting,Pending,15409.17,Refund
RET00866,ORD005824,2023-08-04,Better price elsewhere,Approved,151562.5,Store Credit
RET00867,ORD043807,2022-07-10,Wrong item delivered,Approved,17001.8,Exchange
RET00868,ORD042036,2023-06-20,Changed mind,Pending,105911.92,Store Credit
RET00869,ORD001397,2022-04-18,Defective product,Approved,17243.85,Store Credit
RET00870,ORD024282,2022-10-22,Damaged packaging,Pending,302.71,Refund
RET00871,ORD030479,2022-03-17,Size not fitting,Approved,2935.91,Refund
RET00872,ORD000005,2022-01-28,Late delivery,Approved,164.36,Exchange
RET00873,ORD030850,2023-06-07,Late delivery,Approved,40863.13,Exchange
RET00874,ORD042010,2022-05-28,Size not fitting,Approved,174804.35,Refund
RET00875,ORD047020,2023-01-29,Defective product,Approved,11695.53,Exchange
RET00876,ORD031133,2023-05-28,Changed mind,Approved,449.32,Exchange
RET00877,ORD035523,2023-06-13,Damaged packaging,Pending,119558.25,Store Credit
RET00878,ORD046243,2023-04-30,Damaged packaging,Approved,19741.51,Store Credit
RET00879,ORD007741,2022-02-16,Size not fitting,Rejected,969.06,Exchange
RET00880,ORD027938,2023-08-26,Better price elsewhere,Rejected,8162.61,Exchange
RET00881,ORD005355,2023-11-28,Defective product,Rejected,7747.95,Exchange
RET00882,ORD046384,2022-02-24,Defective product,Approved,2166.35,Exchange
RET00883,ORD023113,2022-05-02,Size not fitting,Approved,1517.2,Exchange
RET00884,ORD007042,2023-09-09,Size not fitting,Pending,9772.6,Refund
RET00885,ORD041609,2023-03-08,Wrong item delivered,Pending,33293.52,Refund
RET00886,ORD006007,2022-02-26,Changed mind,Pending,1044.48,Refund
RET00887,ORD002044,2022-06-12,Defective product,Approved,3550.41,Exchange
RET00888,ORD026530,2022-09-17,Wrong item delivered,Approved,5403.19,Exchange
RET00889,ORD021675,2023-02-24,Better price elsewhere,Approved,1101.2,Refund
RET00890,ORD047285,2022-12-27,Wrong item delivered,Approved,60962.57,Store Credit
RET00891,ORD037045,2023-04-02,Late delivery,Approved,1928.18,Refund
RET00892,ORD005431,2022-08-07,Better price elsewhere,Pending,80100.69,Refund
RET00893,ORD004708,2022-08-05,Size not fitting,Approved,2470.32,Exchange
RET00894,ORD048440,2023-09-29,Late delivery,Approved,10143.58,Exchange
RET00895,ORD029700,2023-11-15,Wrong item delivered,Pending,68238.96,Store Credit
RET00896,ORD021392,2023-03-10,Changed mind,Rejected,5505.57,Store Credit
RET00897,ORD000862,2022-07-15,Wrong item delivered,Approved,5253.94,Store Credit
RET00898,ORD048271,2022-06-11,Wrong item delivered,Pending,7320.79,Store Credit
RET00899,ORD026529,2023-10-05,Late delivery,Pending,87954.29,Exchange
RET00900,ORD040894,2023-09-01,Defective product,Approved,36686.34,Refund
RET00901,ORD022094,2023-04-21,Defective product,Approved,6509.8,Store Credit
RET00902,ORD027891,2023-08-11,Wrong item delivered,Approved,30497.61,Refund
RET00903,ORD012194,2022-02-03,Better price elsewhere,Rejected,114841.43,Refund
RET00904,ORD011089,2023-09-14,Better price elsewhere,Pending,172.27,Exchange
RET00905,ORD045135,2023-09-23,Size not fitting,Pending,274812.11,Store Credit
RET00906,ORD003628,2023-05-06,Size not fitting,Pending,21418.82,Store Credit
RET00907,ORD049386,2023-05-24,Late delivery,Approved,2827.24,Refund
RET00908,ORD018655,2023-06-15,Better price elsewhere,Rejected,3947.76,Refund
RET00909,ORD040766,2023-06-27,Better price elsewhere,Pending,2143.69,Refund
RET00910,ORD043058,2022-05-21,Late delivery,Approved,24772.42,Refund
RET00911,ORD027909,2022-05-07,Wrong item delivered,Approved,28858.01,Refund
RET00912,ORD033514,2022-08-21,Changed mind,Rejected,629.18,Refund
RET00913,ORD007447,2022-10-20,Size not fitting,Pending,30777.24,Store Credit
RET00914,ORD028476,2022-01-23,Better price elsewhere,Approved,16581.7,Store Credit
RET00915,ORD034982,2022-03-23,Wrong item delivered,Pending,1775.35,Refund
RET00916,ORD015875,2022-10-20,Damaged packaging,Rejected,3305.02,Refund
RET00917,ORD025707,2022-09-14,Changed mind,Approved,18755.2,Exchange
RET00918,ORD017661,2022-09-01,Size not fitting,Rejected,6738.43,Exchange
RET00919,ORD018542,2022-08-05,Changed mind,Pending,4500.13,Refund
RET00920,ORD048670,2022-03-03,Defective product,Approved,221868.74,Exchange
RET00921,ORD015001,2023-12-11,Size not fitting,Approved,4074.85,Refund
RET00922,ORD000344,2022-07-20,Changed mind,Approved,65633.03,Store Credit
RET00923,ORD012332,2023-06-06,Late delivery,Rejected,10219.12,Exchange
RET00924,ORD043127,2022-07-19,Size not fitting,Approved,32385.49,Refund
RET00925,ORD012676,2022-02-07,Defective product,Approved,15076.75,Exchange
RET00926,ORD032791,2022-01-22,Wrong item delivered,Approved,7541.88,Exchange
RET00927,ORD014072,2022-03-06,Changed mind,Approved,8446.35,Refund
RET00928,ORD043338,2023-05-25,Damaged packaging,Approved,1760.6,Exchange
RET00929,ORD026062,2023-01-14,Size not fitting,Approved,2115.13,Store Credit
RET00930,ORD022124,2023-05-29,Defective product,Approved,5018.1,Exchange
RET00931,ORD048957,2022-05-07,Changed mind,Approved,12352.2,Exchange
RET00932,ORD020804,2023-07-09,Late delivery,Approved,147608.85,Exchange
RET00933,ORD013220,2022-03-14,Defective product,Pending,15015.19,Exchange
RET00934,ORD007702,2022-09-29,Defective product,Pending,7688.76,Exchange
RET00935,ORD041788,2022-06-14,Wrong item delivered,Rejected,3110.71,Store Credit
RET00936,ORD018711,2022-12-21,Size not fitting,Approved,8585.77,Exchange
RET00937,ORD042553,2023-03-07,Better price elsewhere,Approved,6821.16,Refund
RET00938,ORD030821,2023-06-28,Changed mind,Approved,5648.72,Refund
RET00939,ORD047861,2022-12-29,Better price elsewhere,Rejected,1504.33,Store Credit
RET00940,ORD004374,2022-02-14,Damaged packaging,Rejected,3352.91,Exchange
RET00941,ORD022702,2023-06-06,Wrong item delivered,Rejected,2720.42,Refund
RET00942,ORD046886,2023-03-20,Damaged packaging,Approved,1345.66,Refund
RET00943,ORD042815,2023-02-05,Damaged packaging,Approved,8980.29,Refund
RET00944,ORD019076,2022-03-13,Size not fitting,Pending,6867.28,Exchange
RET00945,ORD030014,2023-05-18,Better price elsewhere,Pending,26046.55,Exchange
RET00946,ORD043825,2023-09-12,Better price elsewhere,Pending,56156.12,Refund
RET00947,ORD018414,2023-03-30,Better price elsewhere,Approved,48693.6,Exchange
RET00948,ORD020248,2022-01-30,Better price elsewhere,Rejected,10263.97,Exchange
RET00949,ORD024343,2024-01-08,Better price elsewhere,Approved,11417.25,Store Credit
RET00950,ORD031880,2022-01-21,Damaged packaging,Approved,2754.0,Refund
RET00951,ORD007838,2023-06-14,Size not fitting,Pending,57129.59,Store Credit
RET00952,ORD017041,2023-10-05,Defective product,Approved,1734.42,Refund
RET00953,ORD026574,2022-10-02,Size not fitting,Approved,1789.54,Store Credit
RET00954,ORD028166,2022-05-26,Wrong item delivered,Pending,16464.03,Store Credit
RET00955,ORD035597,2023-07-31,Better price elsewhere,Approved,12185.72,Store Credit
RET00956,ORD034831,2023-05-06,Wrong item delivered,Approved,195.52,Refund
RET00957,ORD007762,2022-08-31,Wrong item delivered,Rejected,47214.36,Refund
RET00958,ORD010190,2023-02-17,Damaged packaging,Approved,8310.11,Store Credit
RET00959,ORD039248,2023-06-14,Defective product,Approved,13932.85,Refund
RET00960,ORD036131,2023-09-06,Damaged packaging,Approved,1271.77,Refund
RET00961,ORD016894,2023-03-27,Better price elsewhere,Rejected,2167.41,Exchange
RET00962,ORD018490,2022-08-20,Wrong item delivered,Approved,38363.76,Store Credit
RET00963,ORD000463,2022-02-09,Defective product,Pending,12259.32,Exchange
RET00964,ORD025772,2023-01-15,Damaged packaging,Pending,12145.44,Refund
RET00965,ORD035851,2022-06-26,Wrong item delivered,Pending,20138.42,Exchange
RET00966,ORD005778,2022-08-03,Wrong item delivered,Approved,49629.07,Refund
RET00967,ORD009280,2023-07-01,Size not fitting,Pending,18171.02,Refund
RET00968,ORD044725,2023-08-15,Late delivery,Rejected,131151.08,Store Credit
RET00969,ORD004674,2023-07-21,Better price elsewhere,Pending,1006.12,Store Credit
RET00970,ORD006685,2022-09-19,Defective product,Pending,15923.67,Refund
RET00971,ORD030741,2022-09-18,Size not fitting,Approved,41839.26,Exchange
RET00972,ORD034365,2023-02-02,Changed mind,Approved,46048.05,Exchange
RET00973,ORD049716,2022-11-06,Damaged packaging,Approved,6728.58,Exchange
RET00974,ORD033956,2023-10-19,Wrong item delivered,Approved,19416.48,Exchange
RET00975,ORD004370,2022-04-16,Damaged packaging,Rejected,230.94,Exchange
RET00976,ORD012886,2023-10-14,Defective product,Pending,5615.71,Exchange
RET00977,ORD020077,2022-08-01,Changed mind,Pending,11795.11,Store Credit
RET00978,ORD010270,2022-05-08,Damaged packaging,Pending,3057.73,Store Credit
RET00979,ORD031819,2023-12-16,Damaged packaging,Approved,303.2,Store Credit
RET00980,ORD035019,2023-10-13,Late delivery,Rejected,5007.68,Store Credit
RET00981,ORD021413,2023-07-12,Wrong item delivered,Approved,2070.91,Exchange
RET00982,ORD029566,2022-05-24,Better price elsewhere,Pending,569.5,Exchange
RET00983,ORD034732,2022-02-03,Late delivery,Pending,75484.74,Exchange
RET00984,ORD004284,2023-07-11,Better price elsewhere,Approved,34654.68,Store Credit
RET00985,ORD028947,2023-01-15,Wrong item delivered,Rejected,39295.32,Exchange
RET00986,ORD036426,2022-08-20,Changed mind,Approved,14219.41,Refund
RET00987,ORD024629,2024-01-10,Changed mind,Pending,4002.96,Store Credit
RET00988,ORD023705,2022-10-26,Better price elsewhere,Pending,4480.05,Exchange
RET00989,ORD016956,2022-04-10,Size not fitting,Rejected,10166.89,Exchange
RET00990,ORD023972,2023-08-26,Late delivery,Approved,209514.11,Exchange
RET00991,ORD038696,2023-01-20,Size not fitting,Approved,10301.91,Exchange
RET00992,ORD049942,2022-05-16,Wrong item delivered,Rejected,4638.36,Refund
RET00993,ORD024246,2023-07-20,Wrong item delivered,Rejected,3283.2,Exchange
RET00994,ORD026104,2023-10-03,Better price elsewhere,Approved,21341.43,Store Credit
RET00995,ORD025777,2023-01-23,Wrong item delivered,Pending,13309.0,Refund
RET00996,ORD019286,2023-01-02,Changed mind,Pending,152506.05,Refund
RET00997,ORD030273,2022-05-12,Better price elsewhere,Approved,17036.69,Store Credit
RET00998,ORD017687,2023-01-30,Changed mind,Approved,34346.44,Exchange
RET00999,ORD041928,2023-09-14,Wrong item delivered,Rejected,12272.08,Store Credit
RET01000,ORD025233,2023-02-09,Defective product,Rejected,4280.06,Store Credit
RET01001,ORD020713,2023-05-04,Size not fitting,Rejected,1729.23,Exchange
RET01002,ORD038132,2023-02-23,Late delivery,Approved,5048.42,Store Credit
RET01003,ORD030437,2023-06-19,Late delivery,Rejected,29411.36,Store Credit
RET01004,ORD042663,2023-11-22,Damaged packaging,Pending,1686.31,Exchange
RET01005,ORD044298,2023-04-17,Damaged packaging,Approved,8207.05,Exchange
RET01006,ORD003988,2022-02-25,Damaged packaging,Approved,10644.26,Store Credit
RET01007,ORD001901,2023-04-29,Changed mind,Pending,6911.62,Refund
RET01008,ORD003029,2022-02-13,Damaged packaging,Rejected,131.11,Exchange
RET01009,ORD001244,2022-12-25,Defective product,Pending,34834.28,Store Credit
RET01010,ORD045884,2023-11-15,Damaged packaging,Approved,213607.28,Store Credit
RET01011,ORD009230,2023-05-13,Better price elsewhere,Rejected,11622.34,Refund
RET01012,ORD030235,2023-12-27,Defective product,Rejected,1281.48,Store Credit
RET01013,ORD004419,2022-07-25,Damaged packaging,Pending,10706.69,Exchange
RET01014,ORD010939,2022-05-05,Damaged packaging,Rejected,2733.97,Store Credit
RET01015,ORD015932,2023-08-13,Damaged packaging,Approved,11175.29,Refund
RET01016,ORD001735,2023-08-21,Late delivery,Approved,36545.06,Refund
RET01017,ORD025658,2023-06-20,Late delivery,Approved,14996.01,Refund
RET01018,ORD017542,2022-05-24,Defective product,Pending,4155.78,Exchange
RET01019,ORD019949,2023-12-23,Damaged packaging,Pending,14191.73,Exchange
RET01020,ORD025742,2023-03-04,Better price elsewhere,Pending,2429.58,Store Credit
RET01021,ORD043667,2023-09-08,Defective product,Approved,1386.37,Exchange
RET01022,ORD021333,2023-09-13,Changed mind,Pending,12408.45,Store Credit
RET01023,ORD043200,2023-08-20,Late delivery,Approved,60488.17,Refund
RET01024,ORD028111,2022-04-10,Late delivery,Approved,21110.19,Exchange
RET01025,ORD011494,2022-09-18,Better price elsewhere,Rejected,14906.85,Exchange
RET01026,ORD016851,2023-03-10,Late delivery,Approved,3522.48,Refund
RET01027,ORD046572,2023-05-16,Defective product,Approved,2916.95,Store Credit
RET01028,ORD008300,2023-12-16,Size not fitting,Approved,5483.14,Store Credit
RET01029,ORD030036,2023-01-15,Changed mind,Pending,37692.75,Refund
RET01030,ORD007581,2023-08-08,Defective product,Pending,14983.28,Exchange
RET01031,ORD012186,2024-01-08,Changed mind,Approved,1344.3,Store Credit
RET01032,ORD030978,2024-01-09,Wrong item delivered,Approved,17138.5,Store Credit
RET01033,ORD014487,2022-08-20,Changed mind,Pending,4851.39,Refund
RET01034,ORD015030,2023-02-15,Size not fitting,Rejected,67855.19,Store Credit
RET01035,ORD016263,2023-01-04,Defective product,Rejected,22964.99,Exchange
RET01036,ORD002616,2023-04-27,Better price elsewhere,Approved,25854.05,Refund
RET01037,ORD018871,2023-06-18,Defective product,Approved,166288.65,Refund
