order_id,customer_id,store_id,channel,order_date,order_total,status,delivery_date
ORD006414,CUST00306,STR004,Online,2023-04-09,74075.0,Delivered,2023-04-11
ORD006415,CUST04682,STR044,Online,2023-07-09,24840.0,Delivered,2023-10-09
ORD006416,CUST04700,STR002,In-Store,2023-07-22,756.0,Delivered,2023-12-22
ORD006417,CUST03510,STR019,Mobile App,2023-05-27,9060.0,Delivered,2023-12-30
ORD006418,CUST04836,STR018,Mobile App,2022-04-14,6222.0,Shipped,
ORD006419,CUST02987,STR014,In-Store,2023-12-07,57520.0,Delivered,2023-12-18
ORD006420,CUST03653,STR010,In-Store,2022-06-29,13240.0,Delivered,2023-12-21
ORD006421,CUST03591,STR025,Online,2022-05-31,14331.5,Shipped,
ORD006422,CUST02487,STR040,Online,2023-07-04,2000.0,Delivered,2023-07-04
ORD006423,CUST00910,STR011,Online,2022-08-06,60135.5,Delivered,2023-03-22
ORD006424,CUST04773,STR032,In-Store,2022-07-22,2190.0,Processing,
ORD006425,CUST04570,STR036,Online,2023-03-18,72838.5,Delivered,2023-04-24
ORD006426,CUST00386,STR050,In-Store,2022-11-19,20080.0,Delivered,2023-12-17
ORD006427,CUST02395,STR035,In-Store,2023-09-20,1512.0,Delivered,2023-12-23
ORD006428,CUST02070,STR005,Mobile App,2023-02-13,320.0,Delivered,2023-10-25
ORD006429,CUST04752,STR040,Online,2022-04-21,67.5,Delivered,2023-11-28
ORD006430,CUST04426,STR016,Mobile App,2022-04-05,26202.0,Delivered,2022-10-23
ORD006431,CUST04704,STR009,In-Store,2023-06-01,2508.0,Delivered,2023-12-26
ORD006432,CUST03916,STR001,In-Store,2022-05-05,49824.0,Delivered,2023-01-13
ORD006433,CUST03515,STR003,In-Store,2022-01-23,273035.0,Delivered,2023-06-20
ORD006434,CUST01396,STR006,Mobile App,2023-06-27,530.0,Delivered,2023-07-27
ORD006435,CUST01883,STR011,Online,2023-11-27,13084.0,Shipped,
ORD006436,CUST00782,STR018,In-Store,2023-10-12,122360.0,Processing,
ORD006437,CUST04856,STR002,In-Store,2022-03-03,29170.0,Delivered,2023-02-28
ORD006438,CUST04981,STR022,Online,2022-04-12,51662.0,Delivered,2022-09-01
ORD006439,CUST04998,STR023,In-Store,2022-10-19,5856.0,Cancelled,
ORD006440,CUST04775,STR048,In-Store,2022-08-13,51590.0,Processing,
ORD006441,CUST03925,STR005,In-Store,2023-06-02,3487.5,Delivered,2023-07-28
ORD006442,CUST00257,STR028,Online,2023-02-18,19320.0,Delivered,2023-02-22
ORD006443,CUST02092,STR017,In-Store,2022-03-09,192116.5,Delivered,2023-06-20
ORD006444,CUST03485,STR007,Mobile App,2022-10-11,12674.5,Delivered,2023-01-22
ORD006445,CUST03453,STR004,In-Store,2023-09-16,90541.0,Delivered,2023-10-08
ORD006446,CUST04332,STR041,Online,2023-10-14,13540.0,Delivered,2023-11-18
ORD006447,CUST01238,STR022,Online,2022-11-13,16100.0,Delivered,2023-03-22
ORD006448,CUST00909,STR014,Mobile App,2022-05-01,8034.0,Delivered,2023-07-14
ORD006449,CUST03899,STR006,In-Store,2023-03-06,44845.0,Delivered,2023-05-11
ORD006450,CUST01352,STR034,In-Store,2023-12-07,1496.0,Shipped,
ORD006451,CUST01374,STR039,In-Store,2023-04-18,800.0,Shipped,
ORD006452,CUST00653,STR040,In-Store,2022-12-27,4930.0,Delivered,2023-04-10
ORD006453,CUST01611,STR041,Online,2022-02-26,6008.0,Delivered,2023-02-20
ORD006454,CUST00579,STR013,In-Store,2023-02-19,20080.0,Delivered,2023-07-24
ORD006455,CUST01050,STR030,In-Store,2023-05-14,1280.0,Delivered,2023-08-29
ORD006456,CUST04899,STR044,Online,2022-07-23,1320.0,Delivered,2022-10-17
ORD006457,CUST00232,STR021,Online,2023-07-13,1351.5,Delivered,2023-10-19
ORD006458,CUST01936,STR020,Online,2022-12-09,14070.0,Delivered,2023-03-12
ORD006459,CUST04710,STR045,In-Store,2022-06-17,270.0,Delivered,2023-08-29
ORD006460,CUST00177,STR022,Online,2022-09-24,1780.0,Delivered,2023-08-25
ORD006461,CUST04836,STR022,Mobile App,2022-06-19,12540.0,Delivered,2023-02-26
ORD006462,CUST00158,STR044,In-Store,2023-12-11,5606.5,Delivered,2023-12-14
ORD006463,CUST02224,STR010,Online,2022-02-03,3040.0,Delivered,2022-04-23
ORD006464,CUST02659,STR039,Online,2023-02-20,15224.0,Shipped,
ORD006465,CUST02565,STR021,In-Store,2023-11-09,3780.0,Delivered,2023-11-27
ORD006466,CUST02907,STR027,Mobile App,2023-01-24,4400.0,Processing,
ORD006467,CUST02203,STR048,Online,2023-11-19,18758.0,Delivered,2023-12-11
ORD006468,CUST00113,STR048,Online,2022-01-11,5580.0,Shipped,
ORD006469,CUST00648,STR044,Online,2023-10-30,22978.5,Shipped,
ORD006470,CUST03924,STR007,Online,2022-10-08,216144.0,Delivered,2023-01-01
ORD006471,CUST01322,STR046,Online,2022-11-30,2283.0,Delivered,2023-07-28
ORD006472,CUST03862,STR046,Mobile App,2023-01-28,5360.0,Delivered,2023-10-25
ORD006473,CUST02863,STR030,Online,2022-11-22,3847.5,Cancelled,
ORD006474,CUST03303,STR009,Online,2022-07-10,105204.0,Delivered,2022-12-20
ORD006475,CUST02335,STR016,In-Store,2023-04-18,83580.0,Delivered,2023-09-03
ORD006476,CUST03208,STR027,In-Store,2022-06-06,26308.0,Delivered,2023-02-27
ORD006477,CUST04695,STR039,Mobile App,2022-04-09,4320.0,Delivered,2023-08-06
ORD006478,CUST00237,STR009,Online,2023-02-11,14345.0,Delivered,2023-06-07
ORD006479,CUST00880,STR045,Online,2022-09-09,7174.0,Delivered,2023-08-14
ORD006480,CUST00556,STR005,In-Store,2023-09-21,19665.0,Delivered,2023-09-23
ORD006481,CUST04156,STR024,In-Store,2023-09-01,9464.0,Delivered,2023-10-26
ORD006482,CUST03924,STR048,Online,2023-10-20,20440.0,Shipped,
ORD006483,CUST03790,STR012,Online,2023-04-05,73645.0,Delivered,2023-08-13
ORD006484,CUST00787,STR038,In-Store,2023-08-18,2670.0,Delivered,2023-08-21
ORD006485,CUST00907,STR005,In-Store,2023-05-30,84879.0,Delivered,2023-12-17
ORD006486,CUST03110,STR005,Online,2022-08-30,49980.0,Shipped,
ORD006487,CUST04862,STR042,Online,2022-11-18,52592.0,Delivered,2023-12-26
ORD006488,CUST03255,STR032,Online,2022-04-02,18940.0,Delivered,2023-04-03
ORD006489,CUST01123,STR027,Online,2023-02-10,64070.0,Delivered,2023-12-26
ORD006490,CUST02343,STR017,Online,2023-09-24,9120.0,Shipped,
ORD006491,CUST00665,STR020,In-Store,2023-10-09,54307.0,Delivered,2023-11-22
ORD006492,CUST01369,STR006,In-Store,2023-01-09,4020.0,Delivered,2023-09-04
ORD006493,CUST03955,STR029,In-Store,2023-06-11,171114.0,Delivered,2023-06-19
ORD006494,CUST01281,STR025,Mobile App,2023-07-27,2574.0,Delivered,2023-11-16
ORD006495,CUST04301,STR022,Mobile App,2023-09-08,19838.0,Cancelled,
ORD006496,CUST02075,STR049,In-Store,2023-09-15,12692.0,Delivered,2023-09-24
ORD006497,CUST01419,STR011,Online,2022-12-03,17940.0,Delivered,2023-03-20
ORD006498,CUST04167,STR048,Online,2023-02-17,7750.0,Delivered,2023-12-06
ORD006499,CUST04220,STR043,In-Store,2022-08-19,9045.0,Cancelled,
ORD006500,CUST01189,STR015,In-Store,2023-07-20,390541.0,Delivered,2023-09-10
ORD006501,CUST02452,STR020,In-Store,2022-09-20,30554.0,Delivered,2022-12-16
ORD006502,CUST04695,STR010,Online,2023-05-19,9766.5,Delivered,2023-10-07
ORD006503,CUST00839,STR047,Online,2023-06-19,6040.0,Delivered,2023-07-31
ORD006504,CUST01209,STR048,Online,2023-08-28,56240.0,Delivered,2023-09-18
ORD006505,CUST02701,STR006,In-Store,2023-05-29,12412.0,Delivered,2023-10-03
ORD006506,CUST00442,STR028,Online,2022-09-07,2269.5,Delivered,2023-03-07
ORD006507,CUST01176,STR050,Online,2023-10-02,7752.0,Delivered,2023-10-08
ORD006508,CUST04551,STR006,Online,2023-10-09,900.0,Delivered,2023-12-24
ORD006509,CUST01386,STR011,In-Store,2023-04-16,5360.0,Delivered,2023-06-20
ORD006510,CUST01994,STR024,In-Store,2023-10-09,55880.0,Delivered,2023-11-22
ORD006511,CUST01742,STR013,Online,2022-01-19,10544.0,Delivered,2023-09-11
ORD006512,CUST04775,STR009,Mobile App,2022-01-05,4780.0,Delivered,2022-02-24
ORD006513,CUST03549,STR010,Mobile App,2022-06-29,11299.0,Delivered,2023-02-05
ORD006514,CUST03929,STR032,In-Store,2022-09-12,2052.0,Delivered,2023-08-19
ORD006515,CUST03368,STR029,Mobile App,2023-12-28,760.0,Cancelled,
ORD006516,CUST02555,STR034,In-Store,2022-06-22,20384.0,Delivered,2022-08-28
ORD006517,CUST01440,STR047,Mobile App,2023-03-23,14572.5,Delivered,2023-05-21
ORD006518,CUST00484,STR041,In-Store,2022-05-08,25593.0,Delivered,2023-06-12
ORD006519,CUST04545,STR015,Online,2023-08-29,4000.0,Delivered,2023-12-19
ORD006520,CUST03072,STR028,Online,2022-11-06,5424.5,Shipped,
ORD006521,CUST01706,STR001,Mobile App,2022-08-22,34116.0,Shipped,
ORD006522,CUST01767,STR003,In-Store,2022-02-16,9288.0,Delivered,2023-12-23
ORD006523,CUST03742,STR026,Online,2023-04-22,20800.0,Delivered,2023-10-01
ORD006524,CUST01455,STR017,In-Store,2023-01-31,9860.0,Delivered,2023-10-27
ORD006525,CUST01373,STR006,Mobile App,2022-07-17,13260.0,Delivered,2023-04-27
ORD006526,CUST04588,STR049,Online,2022-11-07,22473.5,Delivered,2023-03-11
ORD006527,CUST01469,STR040,Online,2023-08-14,16100.5,Shipped,
ORD006528,CUST04213,STR015,Online,2022-11-09,5329.5,Delivered,2023-08-13
ORD006529,CUST04389,STR012,Mobile App,2023-07-19,935.0,Delivered,2023-10-15
ORD006530,CUST03211,STR043,In-Store,2023-02-22,59500.0,Delivered,2023-03-01
ORD006531,CUST00598,STR044,In-Store,2023-03-20,11436.0,Delivered,2023-07-01
ORD006532,CUST01327,STR023,Online,2023-01-08,262250.0,Delivered,2023-07-14
ORD006533,CUST02311,STR012,Online,2022-04-27,63153.0,Delivered,2022-09-08
ORD006534,CUST03680,STR033,Online,2023-08-10,21051.0,Shipped,
ORD006535,CUST03197,STR012,Online,2022-06-10,1400.0,Delivered,2023-03-20
ORD006536,CUST01998,STR028,In-Store,2023-08-05,36201.5,Delivered,2023-10-30
ORD006537,CUST00892,STR022,In-Store,2022-08-23,3840.0,Delivered,2022-10-06
ORD006538,CUST04647,STR017,Mobile App,2023-02-23,47200.0,Processing,
ORD006539,CUST04334,STR027,In-Store,2023-11-15,64485.5,Delivered,2023-11-29
ORD006540,CUST02770,STR037,Online,2023-02-07,15320.0,Delivered,2023-12-24
ORD006541,CUST04503,STR032,Online,2022-01-10,58098.0,Delivered,2022-11-28
ORD006542,CUST03471,STR034,Online,2023-09-01,21676.0,Cancelled,
ORD006543,CUST04301,STR045,In-Store,2023-01-22,2014.0,Delivered,2023-05-26
ORD006544,CUST02505,STR009,Online,2022-06-09,15480.0,Shipped,
ORD006545,CUST00842,STR049,Online,2022-01-27,53550.0,Delivered,2023-02-06
ORD006546,CUST04492,STR011,Online,2022-08-17,22840.0,Delivered,2022-09-27
ORD006547,CUST04233,STR026,Online,2022-05-13,13704.0,Delivered,2023-09-16
ORD006548,CUST03019,STR008,Online,2023-01-13,6940.0,Delivered,2023-10-26
ORD006549,CUST02546,STR010,Online,2022-05-27,46909.0,Delivered,2022-12-13
ORD006550,CUST02147,STR014,In-Store,2023-12-14,17526.0,Delivered,2023-12-25
ORD006551,CUST03728,STR010,In-Store,2022-06-12,25080.0,Delivered,2023-07-30
ORD006552,CUST04048,STR040,Online,2022-05-13,17980.0,Delivered,2023-09-10
ORD006553,CUST02871,STR042,In-Store,2023-12-28,3123.0,Shipped,
ORD006554,CUST00580,STR019,In-Store,2022-09-26,5200.0,Delivered,2023-03-19
ORD006555,CUST04351,STR013,Mobile App,2023-09-08,3123.0,Cancelled,
ORD006556,CUST02355,STR007,In-Store,2022-12-24,7647.0,Delivered,2023-11-26
ORD006557,CUST00170,STR030,Online,2023-10-20,630.0,Delivered,2023-11-14
ORD006558,CUST01206,STR048,In-Store,2022-04-14,57982.0,Delivered,2023-07-30
ORD006559,CUST01903,STR010,In-Store,2022-03-15,196945.5,Delivered,2022-05-27
ORD006560,CUST04238,STR039,Online,2023-09-07,32130.0,Delivered,2023-12-06
ORD006561,CUST02260,STR036,In-Store,2022-06-29,1782.0,Delivered,2023-10-29
ORD006562,CUST02910,STR037,In-Store,2022-07-15,10860.0,Delivered,2023-01-14
ORD006563,CUST01526,STR005,In-Store,2023-02-13,16361.0,Delivered,2023-12-18
ORD006564,CUST04438,STR042,Online,2023-08-14,13200.0,Delivered,2023-10-04
ORD006565,CUST01198,STR015,In-Store,2023-08-29,160.0,Delivered,2023-12-28
ORD006566,CUST02340,STR025,Online,2022-09-16,22590.0,Delivered,2023-10-07
ORD006567,CUST04513,STR026,Online,2023-07-03,20494.0,Delivered,2023-08-17
ORD006568,CUST03063,STR022,In-Store,2022-02-10,25068.0,Delivered,2023-12-01
ORD006569,CUST03013,STR021,In-Store,2023-11-21,262250.0,Delivered,2023-12-17
ORD006570,CUST00623,STR031,Online,2023-06-30,18328.0,Shipped,
ORD006571,CUST02989,STR036,Online,2023-10-24,9360.0,Delivered,2023-11-01
ORD006572,CUST01653,STR013,In-Store,2022-12-14,3840.0,Shipped,
ORD006573,CUST00703,STR005,Mobile App,2022-07-15,3204.0,Delivered,2023-09-20
ORD006574,CUST02405,STR001,Online,2022-10-26,19562.0,Cancelled,
ORD006575,CUST01150,STR024,Online,2023-08-05,2040.0,Delivered,2023-11-13
ORD006576,CUST00663,STR027,In-Store,2023-03-18,17296.5,Delivered,2023-12-19
ORD006577,CUST01785,STR023,In-Store,2022-04-27,1282.5,Delivered,2022-12-21
ORD006578,CUST04202,STR030,Mobile App,2022-04-03,8003.0,Delivered,2022-09-25
ORD006579,CUST03575,STR033,In-Store,2023-02-24,3220.0,Shipped,
ORD006580,CUST01590,STR026,Mobile App,2022-05-02,27547.0,Delivered,2022-12-31
ORD006581,CUST01058,STR032,Mobile App,2022-12-26,20748.0,Delivered,2023-08-21
ORD006582,CUST02512,STR038,Mobile App,2023-12-15,170525.0,Shipped,
ORD006583,CUST03844,STR004,In-Store,2023-09-02,24291.0,Processing,
ORD006584,CUST03810,STR045,In-Store,2022-06-03,9251.5,Delivered,2023-12-14
ORD006585,CUST00160,STR012,Online,2023-06-29,3714.5,Delivered,2023-07-23
ORD006586,CUST04844,STR049,Online,2022-02-20,228152.0,Processing,
ORD006587,CUST03586,STR022,Online,2023-11-23,8032.0,Delivered,2023-11-24
ORD006588,CUST04506,STR028,In-Store,2023-06-03,2325.0,Delivered,2023-09-16
ORD006589,CUST03945,STR028,In-Store,2023-01-09,7770.0,Processing,
ORD006590,CUST02418,STR041,In-Store,2022-05-06,11799.0,Delivered,2023-09-22
ORD006591,CUST04079,STR033,Online,2022-09-16,155025.0,Delivered,2022-09-18
ORD006592,CUST03949,STR046,In-Store,2023-06-17,6153.5,Delivered,2023-08-20
ORD006593,CUST03383,STR022,Mobile App,2023-06-30,3220.0,Delivered,2023-09-16
ORD006594,CUST04428,STR029,In-Store,2022-01-28,32914.0,Delivered,2022-08-09
ORD006595,CUST00895,STR042,Online,2023-02-11,12075.0,Processing,
ORD006596,CUST03574,STR034,In-Store,2023-07-29,1216.0,Delivered,2023-07-29
ORD006597,CUST03770,STR037,Online,2022-02-16,21900.0,Delivered,2022-06-27
ORD006598,CUST03112,STR040,In-Store,2022-01-03,16010.0,Delivered,2022-01-10
ORD006599,CUST01852,STR033,In-Store,2023-08-07,776.0,Processing,
ORD006600,CUST01186,STR005,Online,2022-09-25,149482.5,Delivered,2023-08-18
ORD006601,CUST03603,STR019,Online,2023-03-19,1440.0,Delivered,2023-06-15
ORD006602,CUST01994,STR032,In-Store,2023-05-02,9128.0,Delivered,2023-11-29
ORD006603,CUST01262,STR001,Online,2023-07-25,23898.0,Delivered,2023-09-27
ORD006604,CUST00494,STR024,In-Store,2023-10-16,5737.5,Delivered,2023-11-09
ORD006605,CUST03194,STR038,Mobile App,2022-03-18,2596.5,Delivered,2022-06-28
ORD006606,CUST03470,STR009,Online,2022-07-18,22398.0,Delivered,2023-12-09
ORD006607,CUST03662,STR047,Online,2023-01-30,34980.0,Cancelled,
ORD006608,CUST02170,STR036,Online,2022-11-16,37104.5,Delivered,2023-01-22
ORD006609,CUST04651,STR001,In-Store,2022-06-24,11590.0,Delivered,2023-01-02
ORD006610,CUST02954,STR024,In-Store,2023-07-10,2304.0,Delivered,2023-07-24
ORD006611,CUST04705,STR035,In-Store,2022-08-25,35808.0,Delivered,2023-01-25
ORD006612,CUST02172,STR017,Mobile App,2023-09-17,25548.0,Shipped,
ORD006613,CUST04346,STR022,In-Store,2022-09-05,2910.0,Delivered,2022-11-16
ORD006614,CUST02093,STR005,In-Store,2023-03-29,18920.0,Delivered,2023-04-29
ORD006615,CUST00708,STR040,Online,2022-05-22,109157.0,Delivered,2023-09-03
ORD006616,CUST00826,STR024,Online,2023-01-22,24267.5,Delivered,2023-02-03
ORD006617,CUST04800,STR036,In-Store,2022-10-20,20880.0,Delivered,2022-11-16
ORD006618,CUST03794,STR027,In-Store,2022-07-24,21850.0,Shipped,
ORD006619,CUST01357,STR034,In-Store,2023-06-04,9060.0,Delivered,2023-10-04
ORD006620,CUST00361,STR015,In-Store,2023-04-23,35942.0,Delivered,2023-07-21
ORD006621,CUST00244,STR031,In-Store,2023-09-04,32050.0,Delivered,2023-11-03
ORD006622,CUST00509,STR046,Online,2022-10-16,14790.0,Delivered,2022-12-11
ORD006623,CUST02313,STR022,Mobile App,2023-09-27,8627.5,Delivered,2023-10-18
ORD006624,CUST00268,STR027,In-Store,2023-07-30,131318.0,Delivered,2023-09-09
ORD006625,CUST00577,STR023,Online,2022-01-26,23417.5,Shipped,
ORD006626,CUST02719,STR043,Online,2023-08-01,46236.0,Cancelled,
ORD006627,CUST02430,STR033,Online,2022-04-22,9760.0,Delivered,2023-07-13
ORD006628,CUST01884,STR046,Mobile App,2023-06-12,3580.0,Processing,
ORD006629,CUST02842,STR026,In-Store,2022-04-07,22220.5,Delivered,2023-05-31
ORD006630,CUST02070,STR024,Online,2022-07-09,210666.0,Delivered,2023-08-02
ORD006631,CUST01145,STR029,Online,2023-02-24,32689.0,Delivered,2023-11-28
ORD006632,CUST03443,STR023,In-Store,2022-07-04,3752.0,Delivered,2023-09-02
ORD006633,CUST01072,STR029,In-Store,2023-10-09,46531.0,Shipped,
ORD006634,CUST02584,STR025,Online,2022-04-12,17068.0,Delivered,2023-04-23
ORD006635,CUST00455,STR009,Online,2023-02-21,9595.0,Delivered,2023-03-28
ORD006636,CUST03685,STR037,Online,2023-01-30,20556.0,Delivered,2023-11-01
ORD006637,CUST03969,STR007,Online,2022-11-28,10150.0,Delivered,2023-07-20
ORD006638,CUST03969,STR020,Online,2023-04-10,30550.0,Delivered,2023-06-22
ORD006639,CUST02164,STR038,Online,2023-12-05,11476.0,Delivered,2023-12-07
ORD006640,CUST04231,STR009,Online,2022-06-27,2268.0,Processing,
ORD006641,CUST01361,STR042,In-Store,2022-07-07,14554.0,Delivered,2023-03-16
ORD006642,CUST04476,STR024,In-Store,2023-01-04,3790.0,Delivered,2023-12-24
ORD006643,CUST03504,STR050,Online,2022-12-12,840.0,Delivered,2023-04-12
ORD006644,CUST04606,STR037,Mobile App,2023-12-01,22805.5,Delivered,2023-12-15
ORD006645,CUST01114,STR050,In-Store,2022-07-10,19730.0,Delivered,2023-09-06
ORD006646,CUST01322,STR026,Mobile App,2022-07-11,4437.0,Delivered,2023-10-09
ORD006647,CUST03259,STR020,In-Store,2023-11-10,4040.0,Cancelled,
ORD006648,CUST02446,STR034,Online,2023-03-12,14550.0,Delivered,2023-04-21
ORD006649,CUST02202,STR010,In-Store,2022-08-31,7866.0,Delivered,2023-10-11
ORD006650,CUST02996,STR001,Online,2022-04-14,13515.0,Shipped,
ORD006651,CUST00791,STR016,Online,2023-10-10,48100.0,Delivered,2023-10-10
ORD006652,CUST04371,STR026,Online,2022-05-25,16048.0,Delivered,2023-09-01
ORD006653,CUST01449,STR006,Online,2022-07-27,70170.0,Processing,
ORD006654,CUST03285,STR038,In-Store,2022-01-21,11552.0,Delivered,2023-04-03
ORD006655,CUST04427,STR031,Online,2022-12-08,25695.0,Delivered,2023-05-15
ORD006656,CUST01599,STR046,In-Store,2023-11-01,9121.0,Delivered,2023-11-17
ORD006657,CUST01815,STR010,Online,2023-01-10,12200.0,Shipped,
ORD006658,CUST01689,STR026,In-Store,2022-09-02,209070.0,Processing,
ORD006659,CUST01852,STR012,In-Store,2023-06-22,4020.0,Delivered,2023-10-16
ORD006660,CUST02834,STR045,Online,2023-03-30,16572.5,Delivered,2023-04-01
ORD006661,CUST01751,STR017,In-Store,2023-11-09,32526.0,Delivered,2023-11-21
ORD006662,CUST00783,STR023,Online,2023-10-10,94734.0,Delivered,2023-12-14
ORD006663,CUST00504,STR040,In-Store,2022-12-10,8010.0,Delivered,2023-07-29
ORD006664,CUST00571,STR005,In-Store,2023-08-31,16620.0,Delivered,2023-10-12
ORD006665,CUST03962,STR032,In-Store,2022-03-30,41616.5,Delivered,2023-05-21
ORD006666,CUST01340,STR050,In-Store,2023-02-22,85042.5,Cancelled,
ORD006667,CUST01225,STR002,Online,2022-12-30,259328.0,Delivered,2023-04-22
ORD006668,CUST01002,STR041,Online,2022-01-17,544.0,Delivered,2022-06-22
ORD006669,CUST00534,STR007,Online,2022-09-10,10410.0,Cancelled,
ORD006670,CUST00581,STR018,In-Store,2023-04-09,7982.0,Delivered,2023-06-15
ORD006671,CUST03037,STR013,Online,2023-07-17,10498.0,Delivered,2023-07-31
ORD006672,CUST03760,STR023,Online,2023-10-02,54928.0,Delivered,2023-10-16
ORD006673,CUST03950,STR006,In-Store,2022-05-24,30455.5,Shipped,
ORD006674,CUST00992,STR026,Online,2023-04-22,5168.0,Delivered,2023-08-04
ORD006675,CUST02566,STR008,Online,2022-02-11,25080.0,Delivered,2022-12-20
ORD006676,CUST02439,STR028,Online,2023-03-22,68210.0,Delivered,2023-07-10
ORD006677,CUST02811,STR018,Online,2023-03-28,1463.0,Delivered,2023-12-12
ORD006678,CUST00119,STR004,In-Store,2022-03-13,60080.0,Shipped,
ORD006679,CUST01695,STR035,In-Store,2022-02-10,61735.0,Cancelled,
ORD006680,CUST04992,STR021,In-Store,2022-11-06,19795.0,Delivered,2023-01-02
ORD006681,CUST04195,STR033,In-Store,2023-04-14,8208.0,Delivered,2023-07-04
ORD006682,CUST01663,STR036,Online,2022-05-24,2190.0,Delivered,2023-07-11
ORD006683,CUST03276,STR040,In-Store,2023-05-02,9272.0,Delivered,2023-08-30
ORD006684,CUST02844,STR030,Online,2023-01-07,14066.5,Delivered,2023-12-18
ORD006685,CUST03985,STR011,Mobile App,2022-08-24,31517.0,Delivered,2022-10-28
ORD006686,CUST03237,STR046,Online,2022-12-19,48716.0,Delivered,2023-09-06
ORD006687,CUST03089,STR043,Mobile App,2023-05-19,3366.0,Delivered,2023-06-15
ORD006688,CUST04934,STR005,Online,2023-07-01,9200.0,Delivered,2023-08-11
ORD006689,CUST03233,STR017,Online,2022-09-24,2926.0,Delivered,2022-12-22
ORD006690,CUST03707,STR006,In-Store,2022-03-15,4389.0,Delivered,2022-06-13
ORD006691,CUST01643,STR010,Online,2023-08-17,56916.0,Delivered,2023-09-03
ORD006692,CUST02723,STR043,In-Store,2023-08-25,196696.0,Processing,
ORD006693,CUST00678,STR037,In-Store,2022-10-29,1216.0,Delivered,2022-12-14
ORD006694,CUST02753,STR029,In-Store,2022-08-24,2010.0,Delivered,2023-05-15
ORD006695,CUST01686,STR042,Online,2022-10-18,6080.0,Delivered,2023-05-19
ORD006696,CUST02443,STR001,Online,2022-03-13,106216.0,Delivered,2022-04-28
ORD006697,CUST04865,STR042,Mobile App,2022-12-03,456.0,Shipped,
ORD006698,CUST03251,STR026,In-Store,2022-10-04,4312.0,Cancelled,
ORD006699,CUST02713,STR032,Online,2023-08-05,4050.0,Delivered,2023-11-30
ORD006700,CUST01800,STR001,Mobile App,2023-11-16,14110.0,Delivered,2023-11-29
ORD006701,CUST00095,STR039,In-Store,2023-10-23,8784.0,Delivered,2023-12-08
ORD006702,CUST00285,STR006,In-Store,2023-09-26,6825.0,Shipped,
ORD006703,CUST03421,STR015,In-Store,2023-01-02,80277.5,Shipped,
ORD006704,CUST04159,STR009,In-Store,2023-02-23,10475.0,Processing,
ORD006705,CUST02208,STR028,In-Store,2022-03-20,15435.0,Delivered,2023-05-27
ORD006706,CUST02565,STR050,In-Store,2022-02-10,236025.0,Delivered,2022-10-07
ORD006707,CUST02183,STR024,In-Store,2022-10-09,5899.0,Cancelled,
ORD006708,CUST01299,STR003,In-Store,2022-02-05,31680.0,Delivered,2022-10-06
ORD006709,CUST03143,STR024,In-Store,2023-03-22,33915.0,Delivered,2023-05-14
ORD006710,CUST02814,STR042,Online,2022-08-15,1463.0,Delivered,2023-05-19
ORD006711,CUST03567,STR048,Mobile App,2022-10-06,171048.0,Shipped,
ORD006712,CUST02583,STR004,Online,2023-03-26,19400.0,Delivered,2023-07-01
ORD006713,CUST01448,STR010,In-Store,2022-12-04,6600.0,Delivered,2023-10-16
ORD006714,CUST02485,STR027,Online,2023-05-13,2120.0,Delivered,2023-10-02
ORD006715,CUST04311,STR028,In-Store,2023-09-05,99064.0,Processing,
ORD006716,CUST00269,STR012,Online,2023-03-15,5134.0,Delivered,2023-10-24
ORD006717,CUST03355,STR039,In-Store,2023-07-04,4221.0,Delivered,2023-08-26
ORD006718,CUST03975,STR009,Online,2023-11-17,1940.0,Delivered,2023-12-03
ORD006719,CUST03808,STR011,Online,2022-12-06,10050.0,Delivered,2023-11-18
ORD006720,CUST04433,STR009,In-Store,2023-07-01,3336.0,Delivered,2023-08-05
ORD006721,CUST04769,STR007,Mobile App,2023-06-02,3442.5,Delivered,2023-12-08
ORD006722,CUST01677,STR048,In-Store,2022-11-23,11101.0,Delivered,2023-08-19
ORD006723,CUST00871,STR014,Online,2022-08-21,17182.5,Delivered,2023-07-13
ORD006724,CUST01941,STR011,In-Store,2022-09-10,72323.0,Delivered,2023-09-05
ORD006725,CUST00855,STR044,Mobile App,2022-08-16,14067.5,Delivered,2023-12-29
ORD006726,CUST04900,STR039,In-Store,2022-12-21,7808.0,Delivered,2023-10-23
ORD006727,CUST01016,STR003,Online,2022-07-01,270.0,Shipped,
ORD006728,CUST00269,STR003,Mobile App,2023-08-12,1602.0,Delivered,2023-11-11
ORD006729,CUST03329,STR050,Online,2022-09-22,13029.0,Delivered,2023-06-15
ORD006730,CUST03415,STR004,Online,2023-12-22,2888.0,Shipped,
ORD006731,CUST02203,STR044,Online,2022-09-24,304997.5,Shipped,
ORD006732,CUST02086,STR034,Mobile App,2023-05-05,296090.5,Cancelled,
ORD006733,CUST04093,STR021,In-Store,2022-07-19,9860.0,Delivered,2022-09-16
ORD006734,CUST02631,STR030,In-Store,2023-11-05,4104.0,Delivered,2023-12-17
ORD006735,CUST04438,STR027,Mobile App,2023-07-20,16127.5,Delivered,2023-10-03
ORD006736,CUST04468,STR015,Mobile App,2022-11-13,15200.0,Delivered,2023-12-22
ORD006737,CUST03650,STR009,Mobile App,2022-10-12,6593.0,Delivered,2023-07-24
ORD006738,CUST02010,STR006,Mobile App,2022-03-17,23800.0,Shipped,
